"SQINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2000:Q1","2000:Q2","2000:Q3","2000:Q4","2001:Q1","2001:Q2","2001:Q3","2001:Q4","2002:Q1","2002:Q2","2002:Q3","2002:Q4","2003:Q1","2003:Q2","2003:Q3","2003:Q4","2004:Q1","2004:Q2","2004:Q3","2004:Q4","2005:Q1","2005:Q2","2005:Q3","2005:Q4","2006:Q1","2006:Q2","2006:Q3","2006:Q4","2007:Q1","2007:Q2","2007:Q3","2007:Q4","2008:Q1","2008:Q2","2008:Q3","2008:Q4","2009:Q1","2009:Q2","2009:Q3","2009:Q4","2010:Q1","2010:Q2","2010:Q3","2010:Q4","2011:Q1","2011:Q2","2011:Q3","2011:Q4","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4","2020:Q1","2020:Q2","2020:Q3","2020:Q4","2021:Q1","2021:Q2"
"46000","South Dakota","1","Personal income (millions of dollars, seasonally adjusted)",19734.4,20185.8,20495.7,20686.1,20848.2,20994.6,20989.8,20982.4,20626.6,20729.9,21064.0,21399.9,22440.6,22698.2,23004.2,23418.1,24337.7,24614.9,24645.7,25088.3,25727.3,26123.2,26368.6,26590.2,27230.7,27550.9,27718.1,28061.5,29786.5,30481.9,30823.8,31603.3,32973.2,33527.0,32757.5,32337.1,31485.4,31776.4,31926.9,32386.3,32906.6,33535.6,34319.8,34454.0,36396.2,36513.2,36877.4,37584.5,37939.7,38155.4,36471.6,38810.1,38379.9,38491.3,38423.1,38169.3,39393.6,40335.8,40446.3,40833.2,41341.0,41628.1,42059.1,42622.4,41913.6,42104.1,42542.5,42786.9,43388.3,43739.1,43885.5,44239.3,45216.4,45455.2,45800.4,47656.0,48084.2,47865.0,48941.7,49300.3,51399.2,54449.0,51609.7,54224.8,58983.0,55999.3
"46000","South Dakota","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",813122,815189,817261,819263,820981,822763,825097,827728,830146,832573,835136,837520,839507,841590,843707,845593,847176,848794,850465,851895,852912,854034,855900,858288,860370,862518,865092,867763,870074,872423,874559,876143,877305,878630,880483,882561,884268,886104,888036,889759,891075,892182,893369,894597,895568,896770
"46000","South Dakota","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",40470,41138,41994,42055,44333,44379,44695,45407,45702,45828,43672,46339,45717,45736,45541,45139,46500,47521,47558,47932,48470,48743,49140,49660,48716,48815,49177,49307,49867,50135,50180,50493,51540,51734,52017,53997,54377,54017,55112,55409,57682,61029,57770,60614,65861,62446
"47000","Tennessee","1","Personal income (millions of dollars, seasonally adjusted)",151055.2,153240.7,156505.0,156713.2,157207.3,158811.0,158342.2,159178.0,160564.6,162687.8,163264.3,165252.8,166866.4,168684.0,171230.1,173860.6,175858.3,178884.2,181873.8,183845.2,184923.2,187733.3,190465.7,192893.1,197762.4,200706.9,201842.5,204989.0,206779.5,210370.2,211912.4,214885.6,217030.5,224022.3,218972.6,216083.9,215874.8,217458.9,216481.2,219059.5,222932.4,226932.4,229784.0,231883.1,237877.8,240428.4,243124.1,245040.2,250176.4,253854.7,253963.2,259888.3,255561.6,255990.8,256858.5,258604.5,262821.4,266253.1,268547.6,271532.9,276483.2,280177.2,282989.8,285474.3,287292.4,288827.4,291361.5,293478.2,298054.0,301240.4,304239.8,308716.5,314085.7,317891.0,322308.6,325511.8,331491.2,333348.8,335332.8,338828.2,342779.9,364158.4,350696.9,348550.1,399758.7,369916.1
"47000","Tennessee","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",6340438,6350824,6362086,6374223,6384259,6394524,6407965,6422620,6435772,6448766,6462115,6473762,6482300,6491499,6503636,6516790,6527636,6538608,6552182,6566296,6577319,6588896,6603224,6618193,6630836,6643997,6660163,6677315,6691842,6706488,6723622,6740647,6754715,6769854,6785603,6799757,6811165,6823430,6839050,6855807,6869301,6881164,6895106,6910829,6922373,6935011
"47000","Tennessee","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",35160,35733,36118,36378,37260,37599,37941,38153,38873,39365,39300,40145,39425,39435,39495,39683,40263,40720,40986,41353,42036,42523,42856,43135,43327,43472,43747,43952,44540,44918,45249,45799,46499,46957,47499,47871,48669,48854,49032,49422,49900,52921,50862,50435,57749,53340
"48000","Texas","1","Personal income (millions of dollars, seasonally adjusted)",578679.1,589208.5,600933.9,609042.5,632255.5,632792.6,631357.8,631557.1,632698.8,638269.1,642448.0,648110.5,653647.8,662392.4,670679.7,676724.7,683665.5,690975.3,702148.8,717548.1,734968.2,747827.7,764616.6,784462.0,814778.9,828892.6,836881.9,848614.8,859035.3,878286.2,890401.1,907518.8,939220.6,984415.8,978404.5,982163.9,939123.5,922290.1,913950.4,922011.7,955459.7,976997.7,996275.5,1011927.6,1055970.4,1071395.6,1087986.3,1094260.7,1133784.6,1147435.9,1143935.9,1185744.5,1161145.8,1179827.0,1192380.3,1206008.9,1242659.3,1268289.2,1287005.1,1300593.8,1306067.6,1299142.8,1301320.4,1295509.6,1280221.3,1285282.1,1300615.0,1319804.7,1353204.4,1374985.5,1398719.6,1424387.6,1456344.8,1472582.2,1494572.0,1508987.5,1530537.5,1537387.1,1546345.1,1561813.1,1570524.9,1659472.7,1628647.2,1615895.7,1822541.0,1714493.9
"48000","Texas","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",25092384,25193534,25296391,25402010,25499168,25595081,25703902,25817621,25924635,26029555,26138928,26243963,26336948,26430062,26543248,26669434,26786541,26902775,27031296,27163480,27284209,27405449,27528149,27644151,27750654,27857845,27965345,28065522,28155090,28243338,28336925,28425791,28503171,28582279,28673803,28769210,28853875,28940565,29040906,29145907,29239757,29322694,29406563,29495549,29578917,29665740
"48000","Texas","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",38078,38780,39384,39837,41412,41859,42328,42384,43734,44082,43764,45182,44088,44640,44922,45221,46391,47143,47612,47880,47869,47405,47272,46864,46133,46137,46508,47026,48063,48684,49360,50109,51094,51521,52123,52451,53044,53122,53247,53586,53712,56593,55384,54784,61616,57794
"49000","Utah","1","Personal income (millions of dollars, seasonally adjusted)",53079.4,54200.0,54853.9,55670.0,56519.1,56908.9,56984.4,57278.5,58196.8,58250.8,58615.7,59188.3,59829.4,60422.7,61210.6,62027.8,63037.3,64328.4,65335.2,66846.5,68445.4,70232.2,71926.7,73776.8,76751.8,78416.6,79748.2,81547.6,83600.6,86107.6,86671.7,88232.3,88896.9,92516.6,90878.8,89255.2,87268.4,87122.8,86278.8,86376.3,87832.8,88504.0,89913.0,91506.8,94586.3,95878.9,97049.1,97912.5,100978.9,102270.0,101873.8,106840.4,104333.2,105955.5,107138.4,107277.7,110039.9,111609.7,113223.5,115607.6,118947.0,120731.4,122070.5,123607.8,126325.0,127076.6,128298.6,129825.6,132852.5,134742.5,136423.2,138616.8,143304.6,145272.6,147419.4,149308.8,155444.5,156746.0,157675.1,159474.6,166006.4,175132.0,167365.7,170121.3,190018.7,176103.5
"49000","Utah","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",2757555,2769608,2780673,2790775,2800091,2809694,2819963,2830078,2839551,2849129,2860211,2871895,2882301,2893049,2903938,2914286,2923667,2933273,2944458,2956304,2966905,2977851,2991514,3006978,3021499,3036457,3052014,3067333,3081534,3095919,3110283,3123600,3135757,3148477,3161485,3173915,3185319,3197157,3209758,3222326,3233763,3244602,3255803,3267452,3277945,3289256
"49000","Utah","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",31852,31955,32335,32789,33780,34124,34415,34597,35562,35895,35618,37202,36198,36624,36894,36811,37638,38050,38453,39105,40091,40543,40806,41107,41809,41850,42037,42325,43112,43523,43862,44377,45700,46141,46630,47042,48800,49027,49124,49491,51335,53976,51405,52065,57969,53539
"50000","Vermont","1","Personal income (millions of dollars, seasonally adjusted)",17206.1,17651.5,17749.9,18143.0,18696.0,18857.3,18786.7,18879.2,19016.7,19104.2,19228.8,19499.3,19564.4,19756.8,19992.4,20607.0,20558.1,21141.0,21343.4,21482.4,21373.5,21491.7,21696.3,22104.7,22708.6,22932.6,23177.9,23388.7,23856.4,24218.0,24421.8,24627.6,25313.9,25949.3,25622.0,25530.5,25175.3,25249.0,25281.3,25461.2,25550.5,26103.3,26388.2,26518.2,27233.8,27579.1,27785.2,28164.1,28214.0,28587.8,28334.1,29081.7,28613.5,28969.9,29021.5,29252.5,29405.1,29939.4,30475.9,30963.3,30777.6,31011.9,31189.0,31337.5,31375.8,31470.5,31642.7,31813.6,32007.8,32243.3,32502.7,32870.8,32974.8,33280.8,33627.7,33865.5,34259.6,34452.8,34623.3,34942.7,35158.3,39513.8,36525.5,36379.4,40579.5,37590.8
"50000","Vermont","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",625655,625810,626136,626565,626758,627011,627156,627022,626744,626456,626500,626676,626557,626526,626547,626431,626083,625788,625816,625973,625838,625767,625695,625415,624933,624505,624544,624838,624891,624990,625187,625186,624925,624794,624795,624709,624370,624096,624124,624193,623958,623554,623333,623198,622747,622405
"50000","Vermont","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",40838,41711,42145,42323,43452,43985,44303,44917,45017,45634,45226,46406,45668,46239,46320,46697,46967,47843,48698,49464,49178,49558,49847,50107,50207,50393,50665,50915,51221,51590,51989,52578,52766,53267,53822,54210,54871,55204,55475,55981,56347,63369,58597,58375,65162,60396
"51000","Virginia","1","Personal income (millions of dollars, seasonally adjusted)",225503.9,230676.4,235074.4,238623.8,243553.0,246427.6,243857.6,245176.2,247134.9,250381.7,252884.4,255117.2,259533.2,263695.1,268994.7,274167.7,278059.5,281953.1,286802.8,293635.0,296384.0,302161.9,307434.9,311419.1,320639.1,324144.6,326307.7,329915.8,337151.4,342079.3,345165.9,347454.4,351590.1,360481.0,357796.2,356276.8,347426.8,350154.4,348927.3,351205.6,357710.2,364232.7,367811.4,371227.6,380593.8,383859.9,388666.0,390818.1,398734.9,401952.9,402135.2,413895.9,400197.0,401232.5,401336.7,403971.0,411129.0,417013.7,421932.2,427243.5,431878.1,437421.6,440870.0,442921.3,444498.7,447362.4,451539.2,455920.1,460126.4,464680.2,469415.9,475528.0,477846.1,482432.9,487585.6,491882.7,497697.8,500614.0,503441.2,508650.2,516718.6,545523.0,532894.7,533888.6,586029.4,550829.3
"51000","Virginia","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",7989609,8012406,8035018,8055859,8074125,8092468,8113994,8136256,8156690,8176769,8197539,8216385,8231447,8247055,8264158,8280569,8294237,8307925,8323423,8338128,8349201,8360749,8374641,8388396,8399428,8411022,8425474,8440409,8452195,8463985,8477180,8488626,8496553,8505530,8517781,8530633,8540136,8550529,8563151,8575252,8583347,8588604,8594104,8600325,8604790,8610911
"51000","Virginia","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",44772,45459,45776,46082,47137,47434,47901,48034,48884,49158,49056,50374,48618,48652,48564,48785,49568,50195,50692,51240,51727,52318,52643,52802,52920,53188,53592,54016,54439,54901,55374,56019,56240,56720,57243,57661,58278,58548,58792,59316,60200,63517,62007,62078,68105,63969
"53000","Washington","1","Personal income (millions of dollars, seasonally adjusted)",193112.5,192260.7,192843.9,195423.0,197851.2,200800.0,196484.8,196988.0,199640.2,199983.6,200760.4,203670.2,204422.3,208163.5,211341.7,212412.1,213979.5,218892.9,219611.1,246575.3,228382.8,231792.1,234398.6,241119.3,249364.9,253490.0,256072.6,261083.1,267444.9,275377.6,279620.3,284270.9,286721.3,294957.0,292378.7,287220.5,277874.8,278092.9,275599.8,277653.6,280621.4,284285.4,287300.3,290112.4,298324.2,299671.0,302675.8,307632.4,319431.3,324773.2,325372.0,337218.9,328722.9,331542.2,336183.4,338606.2,348896.0,356134.2,364020.1,369712.3,375275.0,379570.6,383645.8,386140.9,395738.0,399129.2,403599.3,408630.6,419580.3,423413.0,427814.4,434326.2,446616.3,451571.1,457410.8,461429.8,474638.1,478075.1,480745.1,485905.2,498786.6,533033.0,517545.2,516399.5,571461.5,546255.6
"53000","Washington","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",6715990,6733640,6754639,6776731,6796515,6816672,6837203,6855817,6872679,6889589,6908431,6926861,6941917,6957544,6978453,7002593,7024167,7046003,7072632,7101606,7127237,7153455,7184839,7218992,7250685,7283030,7317043,7350506,7380986,7411604,7441358,7467379,7490174,7514032,7538748,7561779,7581809,7602731,7625982,7649029,7668664,7685747,7702749,7720285,7736762,7754761
"53000","Washington","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",41784,42219,42534,42810,43894,43961,44269,44872,46478,47140,47098,48683,47353,47652,48174,48354,49671,50544,51469,52060,52654,53061,53397,53490,54579,54803,55159,55592,56846,57128,57491,58163,59627,60097,60675,61021,62602,62882,63040,63525,65042,69353,67190,66889,73863,70441
"54000","West Virginia","1","Personal income (millions of dollars, seasonally adjusted)",39459.5,40172.9,40519.5,41158.8,42309.6,42760.4,42756.5,43341.2,43753.5,44068.3,44413.5,44818.5,44451.5,44661.8,45149.4,45684.8,45649.6,46513.9,46929.2,47541.0,48120.6,48856.1,49357.7,50139.9,51461.1,52338.9,52767.5,53303.0,53601.1,54203.3,54723.6,55435.0,56328.6,59062.8,58505.2,58771.7,58284.6,58925.6,58412.2,58812.1,59466.0,60351.4,61473.5,61724.3,62998.6,64039.4,64753.0,65118.1,65490.9,66139.4,65552.5,66411.3,65517.2,65636.9,65479.4,65657.6,66405.1,67528.9,68169.4,68954.1,69060.6,69456.0,69251.4,68946.3,68083.9,68416.0,68739.3,69281.3,70454.2,70957.0,71713.7,72465.3,73883.4,74289.1,75133.5,75805.5,75721.6,76124.0,76438.4,76914.0,76634.8,87151.3,79065.3,78364.7,91270.7,82264.7
"54000","West Virginia","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1852361,1853618,1854866,1855726,1855895,1856234,1856937,1857385,1857328,1857306,1857480,1857212,1855941,1854979,1854470,1853790,1852355,1851065,1850033,1848649,1846273,1844170,1842229,1839797,1836632,1833690,1831002,1827935,1824040,1820290,1817378,1814503,1810765,1807404,1804904,1802547,1799386,1796494,1794410,1792515,1789633,1786411,1783796,1781568,1778133,1775108
"54000","West Virginia","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",32103,32559,33142,33262,33945,34500,34871,35059,35261,35610,35291,35759,35301,35384,35309,35418,35849,36481,36848,37300,37405,37662,37591,37475,37070,37311,37542,37901,38625,38981,39460,39937,40802,41103,41627,42055,42082,42374,42598,42908,42822,48786,44324,43986,51330,46343
"55000","Wisconsin","1","Personal income (millions of dollars, seasonally adjusted)",155605.9,158124.1,159955.5,161643.7,166056.5,166989.0,166530.4,167430.3,168606.1,170938.5,171420.0,173489.2,173582.2,174930.0,176508.8,179549.9,179677.5,182850.0,186002.8,188676.1,187695.2,189860.9,192842.2,193790.3,199603.6,201843.0,203878.6,205399.7,209702.6,211647.1,212553.8,214813.5,217261.5,223261.2,220755.3,219968.2,214077.8,216674.9,216667.4,218444.9,218280.1,221682.8,224249.7,227718.0,232625.9,234444.1,237874.4,236790.7,243324.5,245255.9,244138.5,252250.1,245126.1,247482.6,248871.3,249909.4,252761.5,257421.5,259671.8,263536.2,266327.0,268965.8,270985.9,272536.8,272363.6,273094.7,274969.0,277071.3,279248.6,282699.9,285761.4,290189.1,292890.5,295748.3,299560.9,302720.8,305066.2,307075.5,308991.8,311764.0,315239.7,336606.7,319962.0,325199.5,360791.0,334840.9
"55000","Wisconsin","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",5685016,5688836,5693358,5697978,5700572,5703680,5708368,5712778,5715700,5718783,5724075,5729554,5732112,5735486,5740541,5745383,5748087,5751138,5755512,5759145,5759966,5761488,5765212,5769079,5770861,5773278,5778254,5783810,5787016,5790506,5795993,5801021,5803390,5806869,5812043,5816789,5819098,5822288,5827061,5831389,5832860,5832853,5834484,5837390,5837002,5837570
"55000","Wisconsin","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",38396,38968,39388,39965,40807,41104,41671,41449,42571,42886,42651,44026,42764,43149,43353,43497,43973,44760,45117,45760,46238,46683,47004,47241,47196,47303,47587,47905,48254,48821,49303,50024,50469,50931,51541,52043,52425,52741,53027,53463,54045,57709,54840,55710,61811,57360
"56000","Wyoming","1","Personal income (millions of dollars, seasonally adjusted)",14239.6,14471.7,14646.9,15180.1,15254.0,15508.5,15553.2,15707.8,15730.5,15846.1,15942.1,16191.7,16446.9,16702.8,17138.7,17548.0,17881.8,18203.6,18475.0,18882.8,19582.6,20008.2,20401.4,21007.9,22236.4,23201.4,23747.5,23833.1,24033.0,24651.6,24848.6,25478.2,26642.4,27430.2,27500.0,27080.2,26112.3,24998.2,24414.0,24272.4,25491.3,26069.2,26717.1,27037.5,28201.8,28448.7,28946.9,29549.2,30517.8,31226.6,30746.5,32307.7,30923.8,31067.0,31258.0,31711.5,32605.0,33405.1,33915.9,34271.4,34173.2,33835.2,33765.7,33272.9,31660.5,31698.2,31973.2,32302.2,32233.4,32688.0,33104.7,33647.8,34128.2,34501.0,34922.2,35212.1,35283.6,35335.7,35444.1,35634.6,35576.6,37267.7,35407.2,35827.5,39704.7,37141.5
"56000","Wyoming","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",563194,564159,564988,565795,566420,567107,568687,571056,573272,575512,577517,579111,580443,581852,582749,582992,583010,583076,583678,584599,585249,585971,586326,586109,585705,585356,584677,583471,582027,580611,579950,579830,579428,579127,579279,579630,579763,579955,580530,581287,581779,582157,582693,583332,583653,584090
"56000","Wyoming","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",45262,46209,47288,47787,49790,50165,50901,51745,53234,54259,53239,55788,53276,53393,53639,54394,55925,57291,58107,58624,58391,57742,57589,56769,54055,54152,54685,55362,55381,56299,57082,58031,58900,59574,60286,60749,60859,60928,61055,61303,61151,64017,60765,61419,68028,63589
"91000","New England","1","Personal income (millions of dollars, seasonally adjusted)",508337.3,514256.1,527155.6,534256.3,547523.4,547765.4,543865.6,543738.4,542363.0,548388.7,548872.9,551441.7,550187.6,554923.3,563620.3,572093.5,574865.2,586383.8,596144.5,602621.1,601284.3,610664.9,619138.3,632431.7,650010.1,659243.9,663390.6,673584.3,689073.8,697193.1,701611.5,708652.7,725538.8,739363.9,730914.3,726946.6,713581.5,719856.7,720562.6,727333.8,736191.0,751516.7,759815.3,762248.1,770779.0,785287.7,786201.2,787820.1,797753.6,807338.3,802464.6,828974.7,800116.2,805923.3,809561.5,815365.6,825683.1,838104.7,851896.1,867499.9,873626.3,884060.7,889428.3,899788.5,903107.7,907976.1,915950.8,924239.1,930796.6,939863.1,950468.4,963860.3,973320.1,984742.0,996634.6,1003538.5,1018288.9,1023157.1,1026179.3,1036488.5,1043044.8,1130372.2,1088130.7,1084562.9,1182681.9,1125652.4
"91000","New England","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",14440338,14457520,14480186,14498129,14510835,14524455,14542087,14559120,14572307,14585598,14603232,14620167,14629762,14641160,14657944,14675455,14687658,14700534,14714432,14724336,14727204,14731501,14740997,14750616,14755019,14760801,14772672,14785808,14793013,14800693,14813018,14823756,14827955,14834533,14843022,14848045,14846915,14847616,14853449,14859307,14857845,14851522,14845664,14840425,14832432,14827598
